mirna,mrna,interaction_id,correlation,pvalue,qvalue
hsa-let-7b-5p,COL4A1,,-0.590498974709501,8.323299709704628e-07,7.290679271251699e-05
hsa-let-7b-5p,SNN,,-0.5162679425837321,2.3219159404858663e-05,0.0008842826767239
hsa-let-7b-5p,GALNT15,,-0.4531784005468215,0.0002263225378616,0.0047489666469033
hsa-let-7b-5p,TSPAN18,,-0.4969924812030075,4.882674549895351e-05,0.0015182388862888
hsa-let-7c-5p,GJC1,,-0.3646616541353383,0.0028620757880629,0.0289505646483445
hsa-let-7c-5p,CADM2,,-0.4434723171565277,0.0003094418078429,0.0060148299278032
hsa-let-7c-5p,SLC9A9,,-0.5352699931647301,1.0664835603335889e-05,0.0004949950585724
hsa-let-7c-5p,PARM1,,-0.3985645933014354,0.0011732411599834,0.0152851788972657
hsa-let-7c-5p,CFL2,,-0.4209842788790157,0.0006170442313658,0.0096995395040479
hsa-let-7c-5p,MGLL,,-0.4178400546821599,0.0006770381082914,0.0103309791994996
hsa-let-7c-5p,ALPK3,,-0.4676008202323992,0.0001397273197339,0.0033718839543532
hsa-let-7c-5p,ATPAF1,,-0.3396445659603554,0.0052190612401753,0.0444208253456234
hsa-let-7c-5p,ATP8B4,,-0.3687628161312372,0.0025819456775536,0.026937689204056
hsa-let-7c-5p,TMC7,,-0.4453861927546138,0.0002911445728322,0.0057542635232511
hsa-let-7c-5p,BCAT1,,-0.3879699248120301,0.0015659126076615,0.0188334958062566
hsa-let-7c-5p,EPHA3,,-0.3648667122351333,0.0028474613842714,0.0288594627594951
hsa-let-7c-5p,IGLON5,,-0.3792873635994793,0.0019702931301558,0.0223149925379334
hsa-let-7c-5p,IGF1,,-0.3966507177033493,0.0012369100197113,0.0158983292542915
hsa-let-7c-5p,SMIM3,,-0.44688995215311,0.0002774610401469,0.0055585370130462
hsa-let-7c-5p,XKR4,,-0.3513047045062565,0.0039673894688775,0.0366218513552063
hsa-let-7c-5p,GALNT15,,-0.4223513328776487,0.0005924821008124,0.0094322875515654
hsa-let-7c-5p,TSPAN18,,-0.3768284347231716,0.0021004131333048,0.023415084832122
hsa-let-7c-5p,CCDC141,,-0.3498291182501709,0.0041097496476152,0.0375653381977515
hsa-let-7c-5p,CYP19A1,,-0.4242766145159601,0.0005593784025398,0.0090411765193977
hsa-let-7c-5p,HIF3A,,-0.3605604921394395,0.0031684909131939,0.031058000572686
hsa-let-7c-5p,DCUN1D3,,-0.3805194805194805,0.0019078090395148,0.0217690106285441
hsa-let-7c-5p,CPM,,-0.4254955570745045,0.0005392883395621,0.0088137997822286
hsa-let-7c-5p,VGLL3,,-0.3355434039644566,0.0057340091624976,0.0473737554105693
hsa-let-7c-5p,SCD,,-0.3675324675324676,0.0026633408945518,0.0275356808859375
hsa-let-7c-5p,ANGPTL2,,-0.3857826384142173,0.0016601612649871,0.0196909187894716
hsa-let-7c-5p,FZD4,,-0.4736842105263158,0.0001132731562101,0.0028679843591731
hsa-let-7c-5p,PXDN,,-0.5125768967874232,2.6864088862584143e-05,0.0009839570056794
hsa-let-7c-5p,TRHDE,,-0.5064935064935066,3.403786135944992e-05,0.0011706806301647
hsa-let-7c-5p,ATP2B4,,-0.3911825017088175,0.0014360750738476,0.0177596199204667
