id,label,type
RPRD1B,RPRD1B,Messenger RNA
VLDLR,VLDLR,Messenger RNA
KCTD16,KCTD16,Messenger RNA
RBM23,RBM23,Messenger RNA
TTC4,TTC4,Messenger RNA
CCND1,CCND1,Messenger RNA
KRBA1,KRBA1,Messenger RNA
CDKN1C,CDKN1C,Messenger RNA
RBFOX2,RBFOX2,Messenger RNA
MDM4,MDM4,Messenger RNA
SLA2,SLA2,Messenger RNA
KBTBD2,KBTBD2,Messenger RNA
POLH,POLH,Messenger RNA
ZBTB20,ZBTB20,Messenger RNA
TMEM30A,TMEM30A,Messenger RNA
ATP2B1,ATP2B1,Messenger RNA
KCNC4,KCNC4,Messenger RNA
RSF1,RSF1,Messenger RNA
XK,XK,Messenger RNA
CYP4F22,CYP4F22,Messenger RNA
RRAGD,RRAGD,Messenger RNA
COQ10B,COQ10B,Messenger RNA
C6orf89,C6orf89,Messenger RNA
ADCY9,ADCY9,Messenger RNA
LRRC8C,LRRC8C,Messenger RNA
ANO6,ANO6,Messenger RNA
ABCA1,ABCA1,Messenger RNA
CD47,CD47,Messenger RNA
XKR6,XKR6,Messenger RNA
CRAMP1,CRAMP1,Messenger RNA
PGGT1B,PGGT1B,Messenger RNA
MTF1,MTF1,Messenger RNA
TBCEL,TBCEL,Messenger RNA
FLT1,FLT1,Messenger RNA
