accession_id,mirna_name,gene_name,mirtarbase,correlation,pvalue,qvalue
MIMAT0000065,hsa-let-7d-5p,PDGFB,MIRT761010,-0.20755608028335298,0.011462105098133002,0.14801863387234554
MIMAT0000065,hsa-let-7d-5p,FGF5,,-0.21119998403515144,0.010291484077858761,0.1417497852129031
MIMAT0000065,hsa-let-7d-5p,PURB,,-0.06563650253489825,0.23815356918241842,0.6177647463720612
MIMAT0000065,hsa-let-7d-5p,MVB12B,,-0.023453017570664626,0.39964704198542234,0.7749217945426252
MIMAT0000065,hsa-let-7d-5p,TSPYL5,,0.00820890339606917,0.5354528044609903,0.8755980500021652
MIMAT0000065,hsa-let-7d-5p,RCSD1,,-0.14335717758177652,0.05913908725145069,0.32445323601478854
MIMAT0000065,hsa-let-7d-5p,VPS26B,,0.038467949163136325,0.6617116354383157,0.9487690704336021
MIMAT0000065,hsa-let-7d-5p,XKR4,,-0.06761068832222784,0.23155789470672955,0.6110670006052543
MIMAT0000065,hsa-let-7d-5p,SLC26A9,,0.07464291161999426,0.7911002437454484,0.9999999999999991
MIMAT0000065,hsa-let-7d-5p,EGLN2,,-0.03219668032502256,0.36350867977544155,0.7441392753666992
MIMAT0000065,hsa-let-7d-5p,BSND,,0.1399084027958977,0.9362561860953468,0.9999999999999991
MIMAT0000065,hsa-let-7d-5p,ZC3HAV1L,MIRT463418,-0.2319327731092437,0.0054022314930918065,0.1044602215841278
MIMAT0000065,hsa-let-7d-5p,ADAMTS14,,-0.17329675671921657,0.029188999225025818,0.23104824247165698
MIMAT0000065,hsa-let-7d-5p,KLHL6,,-0.08140843114105145,0.18837003818222453,0.5548405310098019
MIMAT0000065,hsa-let-7d-5p,TSPAN18,,-0.17885269810403498,0.025320124913534105,0.2164011257141967
MIMAT0000065,hsa-let-7d-5p,SNAP23,,-0.22157788735328837,0.007504301178115147,0.12134508059773075
MIMAT0000065,hsa-let-7d-5p,GRIN3A,,-0.13235641363983608,0.07478328751494957,0.36212104960044217
MIMAT0000065,hsa-let-7d-5p,ZNF689,,-0.15480241683450235,0.045684630647006966,0.28420733384057
MIMAT0000065,hsa-let-7d-5p,SPINDOC,,0.2958260990346551,0.9994817706291421,0.9999999999999991
MIMAT0000065,hsa-let-7d-5p,MSI2,MIRT547372,-0.1846308771442461,0.021756568406485335,0.2017997019531498
MIMAT0000065,hsa-let-7d-5p,MAPK1IP1L,,-0.02950204875338565,0.37453506900874783,0.7539599166799247
MIMAT0000065,hsa-let-7d-5p,TEX261,,0.15787901937634555,0.9574828123294843,0.9999999999999991
MIMAT0000065,hsa-let-7d-5p,CEP20,,-0.013841238974928814,0.44036521639137394,0.8068266841840888
MIMAT0000065,hsa-let-7d-5p,SMCR8,MIRT076222,-0.2101604278074866,0.010614460206883659,0.14303984034605347
MIMAT0000065,hsa-let-7d-5p,B3GNT7,,0.11700118063754426,0.8984278597676862,0.9999999999999991
MIMAT0000065,hsa-let-7d-5p,SYT11,,-0.12466837974859364,0.08744170213404823,0.3895763636143147
MIMAT0000065,hsa-let-7d-5p,CARNMT1,MIRT032163,-0.023418292937009512,0.39979249751569557,0.7750180030241405
MIMAT0000065,hsa-let-7d-5p,CHIC1,,-0.20463226612959232,0.012482266430344884,0.15405733719996448
MIMAT0000065,hsa-let-7d-5p,ZNF202,,0.06926869921522327,0.773902864529636,0.9999999999999991
MIMAT0000065,hsa-let-7d-5p,FASLG,,0.017952635599694417,0.5771541933520185,0.9028617936412131
